CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1184146967	1	5000.0	994	336	2	Homeimprovement
Application_994667255	3	15000.0	0	272	3	Existingloantakeover
Application_2077594957	3	35000.0	0	4	1	Boat
Application_1954624131	2	39000.0	0	2753	1	Car
Application_2144168642	1	6500.0	1127	17	1	Homeimprovement
Application_560023666	3	14000.0	0	1	1	Existingloantakeover
Application_2071536131	1	25000.0	801	22	1	Homeimprovement
Application_1203894572	1	10000.0	926	2	1	Existingloantakeover
Application_520461844	2	0.0	0	670	2	Car
Application_158298641	3	5000.0	0	132	1	Homeimprovement
Application_56810676	1	0.0	0	12	1	Car
Application_1139158982	1	17500.0	850	2	1	Homeimprovement
Application_1288742895	1	0.0	0	39	1	Unknown
Application_2013360526	3	17000.0	0	13	1	Caravan/Camper
Application_1417828983	1	35000.0	868	2754	2	Existingloantakeover
Application_1632710315	1	17000.0	1136	2	1	Car
Application_769473490	1	0.0	0	39	1	Other,seeexplanation
Application_1199636460	1	10000.0	934	11	1	Car
Application_875680828	3	5000.0	0	7	1	Car
Application_1306862656	1	0.0	965	52	1	Unknown
Application_215707926	1	5000.0	779	158	2	Homeimprovement
Application_134111075	1	50000.0	917	11	1	Other,seeexplanation
Application_729965523	3	5000.0	0	1	1	Car
Application_1588847225	1	18000.0	891	909	1	Existingloantakeover
Application_1940204209	1	5000.0	988	2	1	Existingloantakeover
Application_1198844656	1	10000.0	946	6	1	Car
Application_1415473064	3	8000.0	0	118	2	Car
Application_128676343	3	20000.0	0	7	1	Existingloantakeover
Application_1426616311	3	25000.0	0	13	1	Existingloantakeover
Application_950869281	3	5000.0	0	62	1	Existingloantakeover
Application_727662378	1	10000.0	937	2755	1	Homeimprovement
Application_188759323	1	16000.0	1013	2	1	Remainingdebthome
Application_1381946169	2	5000.0	0	2756	1	Car
Application_1191908636	3	20000.0	0	16	1	Car
Application_1729454690	1	5000.0	986	2	1	Car
Application_1196167730	1	25000.0	959	3	1	Homeimprovement
Application_1948605077	3	5000.0	0	4	1	Homeimprovement
Application_568691937	3	17500.0	0	4	1	Existingloantakeover
Application_948688787	2	12500.0	0	20	1	Homeimprovement
Application_950675104	1	25000.0	945	22	1	Existingloantakeover
Application_504323109	3	11000.0	0	1	1	Car
Application_351028204	1	7500.0	946	10	1	Homeimprovement
Application_123759980	2	0.0	0	38	1	Other,seeexplanation
Application_2136916351	3	0.0	0	27	2	Unknown
Application_1728453877	1	0.0	839	1027	1	Unknown
Application_1911116937	3	21000.0	0	305	1	Notspeficied
Application_1730653902	1	30000.0	791	2	1	Remainingdebthome
Application_772789398	1	7000.0	1061	80	1	Motorcycle
Application_936365753	3	10000.0	0	7	1	Existingloantakeover
Application_586784077	1	15000.0	976	354	1	Homeimprovement
Application_236009431	3	10000.0	0	2757	2	Car
Application_5392177	1	17000.0	905	10	1	Homeimprovement
Application_496263238	1	32000.0	986	11	1	Existingloantakeover
Application_923788292	1	0.0	921	21	1	Unknown
Application_1273548646	1	10000.0	986	10	1	Car
Application_494490774	1	19000.0	841	84	2	Homeimprovement
Application_313268750	1	40000.0	902	31	1	Homeimprovement
Application_154176152	1	6500.0	971	480	2	Homeimprovement
Application_1084438713	3	6000.0	0	2758	3	Car
Application_1738146755	1	0.0	854	2759	3	Unknown
Application_1050689657	1	5500.0	1045	17	1	Homeimprovement
Application_1197050291	1	20000.0	1025	2	1	Homeimprovement
Application_491284635	3	5000.0	0	7	1	Car
Application_237701040	3	20000.0	0	577	3	Homeimprovement
Application_298228996	3	30000.0	0	4	1	Homeimprovement
Application_1222679436	3	28500.0	0	7	1	Existingloantakeover
Application_1546938529	1	20000.0	906	22	1	Car
Application_1657923780	1	15000.0	904	3	1	Other,seeexplanation
Application_1917918136	3	35000.0	0	2760	1	Existingloantakeover
Application_1728172417	3	35000.0	0	1	1	Existingloantakeover
Application_1369889662	1	10000.0	979	29	1	Caravan/Camper
Application_148806752	3	0.0	0	4	1	Unknown
Application_1405598592	1	12500.0	0	5	1	Car
Application_501431890	1	30000.0	0	12	1	Homeimprovement
Application_1457349776	1	10000.0	1048	2761	3	Homeimprovement
Application_1225775133	1	6000.0	0	12	1	Other,seeexplanation
Application_165878294	1	15000.0	0	5	1	Car
Application_149956027	1	11300.0	0	77	1	Car
Application_688796695	3	12500.0	0	1	1	Homeimprovement
Application_652414203	3	25000.0	0	13	1	Car
Application_1725997094	1	12500.0	0	39	1	Existingloantakeover
Application_953430855	1	5000.0	943	3	1	Existingloantakeover
Application_478491113	2	39000.0	0	18	1	Existingloantakeover
Application_160330707	3	30000.0	0	1	1	Homeimprovement
Application_829791576	1	5000.0	1016	34	2	Caravan/Camper
Application_1590083525	3	7000.0	0	1	1	Car
Application_1980412246	1	15250.0	956	50	1	Car
Application_1260255442	1	17000.0	862	271	2	Homeimprovement
Application_898010884	1	10000.0	1099	36	2	Homeimprovement
Application_535873472	3	5000.0	0	7	1	Car
Application_1230905151	1	20000.0	989	170	2	Homeimprovement
Application_496150190	1	15000.0	1000	6	1	Homeimprovement
Application_812186683	2	5000.0	0	24	1	Motorcycle
Application_683658637	3	20000.0	0	1	1	Car
Application_771704504	3	15000.0	0	1	1	Car
Application_310562367	1	15000.0	799	2762	3	Homeimprovement
Application_672694793	1	5000.0	971	26	1	Car
Application_1749963416	3	10000.0	0	16	1	Existingloantakeover
Application_699853455	1	5000.0	952	15	1	Homeimprovement
Application_382630368	1	5000.0	847	17	1	Existingloantakeover
Application_110222905	1	20000.0	889	23	1	Caravan/Camper
Application_333493166	1	10000.0	831	2	1	Car
Application_571157956	1	0.0	806	2763	3	Caravan/Camper
Application_146046612	1	0.0	0	12	1	Homeimprovement
Application_1248715190	1	0.0	0	5	1	Homeimprovement
Application_1558881681	1	0.0	882	415	2	Unknown
Application_1782149725	3	10000.0	0	93	2	Homeimprovement
Application_1322168423	1	7700.0	907	31	1	Existingloantakeover
Application_122975331	1	7500.0	820	73	1	Car
Application_239426392	3	9000.0	0	87	2	Car
Application_428827586	2	25000.0	0	2764	2	Homeimprovement
Application_1108645320	3	10000.0	0	1	1	Existingloantakeover
Application_750508670	1	15000.0	1073	3	1	Car
Application_1206489743	3	5000.0	0	458	4	Car
Application_574230569	1	18000.0	1041	6	1	Car
Application_103255320	3	15000.0	0	2765	5	Existingloantakeover
Application_465973682	1	0.0	920	5	1	Homeimprovement
Application_947740077	1	26000.0	871	25	1	Notspeficied
Application_1401125106	1	26500.0	941	2	1	Other,seeexplanation
Application_768441627	3	23000.0	0	4	1	Car
Application_2061792565	3	35000.0	0	13	1	Motorcycle
Application_1969448807	1	18500.0	688	22	1	Homeimprovement
Application_1034132814	3	5000.0	0	1	1	Existingloantakeover
Application_136629027	1	47500.0	886	629	1	Homeimprovement
Application_695787496	3	8600.0	0	7	1	Existingloantakeover
Application_910438003	1	16000.0	883	160	2	Car
Application_1992893166	3	35000.0	0	132	1	Notspeficied
Application_1952516758	3	25000.0	0	19	2	Other,seeexplanation
Application_1582759922	3	10000.0	0	7	1	Remainingdebthome
Application_1823584535	1	21000.0	979	2	1	Homeimprovement
Application_2029204184	1	40000.0	958	10	1	Homeimprovement
Application_1395812526	3	15000.0	0	317	2	Homeimprovement
Application_893638776	2	12000.0	0	2766	2	Extraspendinglimit
Application_502039945	2	30000.0	0	207	1	Other,seeexplanation
Application_1959897699	1	5000.0	743	68	2	Car
Application_1896780882	1	0.0	970	11	1	Unknown
Application_206120401	1	5000.0	1022	50	1	Car
Application_1908252531	3	16500.0	0	30	1	Car
Application_834385480	1	15000.0	1028	872	2	Car
Application_1183922122	3	12200.0	0	1	1	Car
Application_571889147	3	5000.0	0	1	1	Car
Application_141976668	2	5000.0	0	18	1	Other,seeexplanation
Application_1544859913	3	10000.0	0	16	1	Car
Application_1613565558	2	5000.0	0	2767	1	Existingloantakeover
Application_109009782	2	15000.0	0	72	1	Homeimprovement
Application_1044507870	1	17000.0	986	15	1	Car
Application_1981495988	1	10000.0	868	26	1	Other,seeexplanation
Application_747688377	3	5000.0	0	1	1	Car
Application_761099499	3	15000.0	0	1	1	Car
Application_835323326	1	5000.0	825	2	1	Other,seeexplanation
Application_458283344	2	5000.0	0	2768	2	Notspeficied
Application_871919055	2	10000.0	0	24	1	Car
Application_493877735	3	47500.0	0	1	1	Existingloantakeover
Application_1329674466	3	50000.0	0	14	2	Car
Application_421750305	3	30000.0	0	1	1	Homeimprovement
Application_2036156568	1	75000.0	894	25	1	Existingloantakeover
Application_1756485356	3	32500.0	0	16	1	Existingloantakeover
Application_1687472986	1	10000.0	673	43	1	Car
Application_1225509152	3	50000.0	0	14	2	Homeimprovement
Application_2062383409	1	20000.0	952	26	1	Existingloantakeover
Application_1505264161	3	15000.0	0	97	2	Other,seeexplanation
Application_1058982112	1	16000.0	960	23	1	Car
Application_596871253	1	22000.0	869	170	2	Car
Application_555391737	3	5000.0	0	7	1	Homeimprovement
Application_1069578306	2	15000.0	0	44	1	Notspeficied
Application_971131336	1	16000.0	1013	6	1	Car
Application_95032478	1	20000.0	956	83	2	Homeimprovement
Application_392642507	1	15000.0	839	15	1	Other,seeexplanation
Application_1195815462	1	15000.0	948	6	1	Car
Application_1100863252	3	30000.0	0	1	1	Existingloantakeover
Application_218009115	3	5000.0	0	1	1	Car
Application_1692532833	3	7500.0	0	1	1	Homeimprovement
Application_1301036213	2	45000.0	0	89	1	Homeimprovement
Application_976534661	3	20000.0	0	1	1	Homeimprovement
Application_2053058817	1	12000.0	869	2	1	Motorcycle
Application_1994821903	3	36000.0	0	1	1	Homeimprovement
Application_483660708	1	5000.0	1107	17	1	Car
Application_847026682	1	15000.0	845	3	1	Other,seeexplanation
Application_1028069743	1	75000.0	1043	522	3	Homeimprovement
Application_1603380713	3	5000.0	0	7	1	Car
Application_1050447885	1	5000.0	993	6	1	Other,seeexplanation
Application_681341983	3	30000.0	0	1	1	Existingloantakeover
Application_95943907	3	5000.0	0	142	1	Boat
Application_1754973857	3	6500.0	0	7	1	Car
Application_1755100401	1	12500.0	833	3	1	Existingloantakeover
Application_21813901	3	6500.0	0	7	1	Car
Application_1267424964	3	6000.0	0	1	1	Car
Application_185587945	1	35000.0	889	23	1	Existingloantakeover
Application_144371889	3	6000.0	0	16	1	Car
Application_325450289	3	10000.0	0	1	1	Car
Application_1896104678	1	6000.0	887	52	1	Homeimprovement
Application_1530910022	1	7500.0	0	12	1	Homeimprovement
Application_595742517	3	36500.0	0	2769	1	Car
Application_39193123	1	15000.0	985	21	1	Car
Application_251868309	1	5000.0	854	15	1	Car
Application_559833987	1	16500.0	875	8	1	Car
Application_917827543	3	47500.0	0	13	1	Homeimprovement
Application_1326678675	3	6500.0	0	1	1	Other,seeexplanation
Application_1550159006	1	20500.0	951	28	2	Car
Application_641759919	3	40000.0	0	4	1	Homeimprovement
Application_957872680	1	20000.0	911	2770	2	Other,seeexplanation
Application_623725791	1	26000.0	984	11	1	Existingloantakeover
Application_552384140	2	5000.0	0	72	1	Other,seeexplanation
Application_1953905594	1	17500.0	783	2771	2	Existingloantakeover
Application_1846184631	3	10000.0	0	4	1	Existingloantakeover
Application_540065767	1	0.0	1036	8	1	Other,seeexplanation
Application_763551682	1	26000.0	721	11	1	Car
Application_2019169799	1	30000.0	0	5	1	Homeimprovement
Application_1589661239	3	45000.0	0	240	1	Remainingdebthome
Application_1971575688	3	40000.0	0	4	1	Other,seeexplanation
Application_1999309921	1	17500.0	796	8	1	Homeimprovement
Application_124469386	3	0.0	0	4	1	Unknown
Application_773312325	1	0.0	946	363	1	Unknown
Application_818274541	1	12500.0	0	12	1	Car
Application_439361692	3	20000.0	0	16	1	Homeimprovement
Application_89587997	3	15000.0	0	4	1	Homeimprovement
Application_1397625829	3	15000.0	0	1	1	Car
Application_2094250791	1	13000.0	0	5	1	Notspeficied
Application_569369605	1	11000.0	0	5	1	Notspeficied
Application_893358373	3	20000.0	0	1	1	Car
Application_1699185807	3	12500.0	0	121	1	Car
Application_504178547	1	35000.0	1011	2772	8	Car
Application_946261760	1	12700.0	856	6	1	Car
Application_1902540621	1	0.0	979	8	1	Unknown
Application_1395642591	1	15000.0	958	21	1	Unknown
Application_1660912829	1	20000.0	883	398	2	Homeimprovement
Application_1963375191	1	15000.0	875	969	2	Car
Application_586735060	1	15000.0	732	57	1	Homeimprovement
Application_1420523367	1	50000.0	960	3	1	Other,seeexplanation
Application_1330310183	1	5000.0	1001	21	1	Homeimprovement
Application_816539238	1	15000.0	815	10	1	Other,seeexplanation
Application_392686494	3	25000.0	0	4	1	Homeimprovement
Application_1799424010	3	0.0	0	4	1	Unknown
Application_1906761325	1	16000.0	982	236	1	Existingloantakeover
Application_501528411	1	37500.0	799	48	1	Notspeficied
Application_1508481328	1	50000.0	0	12	1	Other,seeexplanation
Application_1688853591	3	20000.0	0	13	1	Car
Application_1776336493	1	25000.0	841	29	1	Remainingdebthome
Application_1822494144	1	57500.0	798	238	3	Existingloantakeover
Application_1127412052	1	10000.0	926	17	1	Homeimprovement
Application_187577598	1	5000.0	694	75	1	Homeimprovement
Application_606885963	3	70000.0	0	162	1	Existingloantakeover
Application_100833857	1	38300.0	927	10	1	Homeimprovement
Application_795882574	1	12500.0	973	156	2	Existingloantakeover
Application_1019051515	1	30000.0	982	84	2	Homeimprovement
Application_1579257458	1	50000.0	904	11	1	Homeimprovement
Application_281347151	1	9750.0	693	340	2	Other,seeexplanation
Application_193281431	1	12500.0	665	314	1	Existingloantakeover
Application_1022726417	1	10000.0	1006	3	1	Existingloantakeover
Application_1865491663	3	15000.0	0	4	1	Other,seeexplanation
Application_1435461748	1	43500.0	1003	17	1	Car
Application_1355219967	1	5000.0	983	652	2	Other,seeexplanation
Application_1132137608	1	51000.0	699	665	2	Existingloantakeover
Application_866386060	1	58000.0	0	2773	3	Existingloantakeover
Application_641777079	3	5000.0	0	7	1	Motorcycle
Application_978702861	1	31000.0	0	693	3	Existingloantakeover
Application_1262423377	3	25000.0	0	1	1	Other,seeexplanation
Application_1727266199	1	6500.0	0	5	1	Homeimprovement
Application_219029035	3	15000.0	0	4	1	Existingloantakeover
Application_432999385	1	25000.0	918	8	1	Existingloantakeover
Application_1874927913	1	20000.0	938	8	1	Homeimprovement
Application_944002555	3	30000.0	0	2774	4	Homeimprovement
Application_1218809120	3	40000.0	0	1	1	Other,seeexplanation
Application_2027446503	1	15000.0	0	12	1	Extraspendinglimit
Application_1536354654	1	12000.0	654	5	1	Homeimprovement
Application_864566587	1	0.0	1105	10	1	Unknown
Application_1752366800	1	27000.0	774	40	2	Car
Application_1721360224	3	5000.0	0	1	1	Existingloantakeover
Application_2131534113	1	0.0	896	11	1	Unknown
Application_143046658	1	0.0	1073	8	1	Unknown
Application_292259448	1	10000.0	1037	10	1	Unknown
Application_726894639	3	44000.0	0	135	2	Homeimprovement
Application_145657292	3	0.0	0	27	2	Unknown
Application_1285892508	3	10000.0	0	4	1	Existingloantakeover
Application_1148870716	1	15000.0	990	2	1	Other,seeexplanation
Application_652156305	1	41000.0	977	51	2	Existingloantakeover
Application_70685965	1	15000.0	862	3	1	Existingloantakeover
Application_287210829	2	12600.0	0	24	1	Existingloantakeover
Application_936066506	2	40000.0	0	18	1	Homeimprovement
Application_35278004	1	5000.0	1049	836	2	Existingloantakeover
Application_794696598	1	7000.0	988	3	1	Existingloantakeover
Application_613511520	1	0.0	864	10	1	Homeimprovement
Application_1714792492	3	28000.0	0	135	2	Car
Application_2050891234	1	25000.0	983	2775	3	Car
Application_1794042973	1	9000.0	940	23	1	Caravan/Camper
Application_1347627987	1	10000.0	1046	3	1	Homeimprovement
Application_566799230	1	10000.0	783	68	2	Homeimprovement
Application_781576941	3	35000.0	0	4	1	Homeimprovement
Application_602472844	2	20500.0	0	54	2	Homeimprovement
Application_210946823	1	21000.0	984	3	1	Existingloantakeover
Application_111044796	1	7500.0	917	31	1	Car
Application_1052918074	1	0.0	872	263	2	Unknown
Application_647705656	2	35000.0	0	20	1	Existingloantakeover
Application_789175896	1	55000.0	848	200	2	Existingloantakeover
Application_978903425	3	5000.0	0	1	1	Car
Application_616471829	3	5000.0	0	1	1	Car
Application_290999904	3	5000.0	0	7	1	Car
Application_1007147744	3	20000.0	0	16	1	Car
Application_2017428088	1	15000.0	882	233	2	Remainingdebthome
Application_2062658476	1	0.0	792	10	1	Unknown
Application_1922388964	1	5500.0	952	10	1	Car
Application_2089609536	1	25000.0	938	255	2	Existingloantakeover
Application_1990637864	1	15000.0	0	2776	2	Existingloantakeover
Application_1358950929	1	25000.0	943	40	2	Car
Application_2093191148	1	15000.0	882	858	2	Car
Application_1472831382	1	0.0	888	295	2	Homeimprovement
Application_1737769954	3	6750.0	0	1	1	Car
Application_1548343111	1	0.0	1121	68	2	Existingloantakeover
Application_1555815980	1	5000.0	992	6	1	Existingloantakeover
Application_1770470976	3	7000.0	0	1	1	Car
Application_484731490	1	35000.0	921	15	1	Other,seeexplanation
Application_591482833	1	10000.0	1038	170	2	Other,seeexplanation
Application_376501883	1	10000.0	909	29	1	Homeimprovement
Application_1780607998	1	13500.0	904	2777	4	Car
Application_1120821250	3	18000.0	0	1	1	Car
Application_442454869	3	5500.0	0	16	1	Car
Application_349243808	1	5000.0	869	35	1	Existingloantakeover
Application_1557662805	3	13900.0	0	1	1	Car
Application_1780931544	1	0.0	970	8	1	Unknown
Application_1810620748	3	30000.0	0	13	1	Extraspendinglimit
Application_1153534757	1	0.0	963	21	1	Unknown
Application_947085123	3	12000.0	0	2778	5	Taxpayments
Application_791173567	1	0.0	850	22	1	Unknown
Application_79044571	3	5000.0	0	1	1	Car
Application_276067961	3	10000.0	0	14	2	Extraspendinglimit
Application_283322724	3	15000.0	0	30	1	Existingloantakeover
Application_784033917	3	16000.0	0	4	1	Car
Application_1407560908	1	0.0	959	10	1	Unknown
Application_1940454946	3	0.0	0	4	1	Unknown
Application_2121515766	3	7000.0	0	725	2	Other,seeexplanation
Application_2014680207	3	75000.0	0	1	1	Notspeficied
Application_1298405409	3	15500.0	0	1	1	Homeimprovement
Application_547842527	3	17000.0	0	1082	2	Homeimprovement
Application_214347964	1	25000.0	875	52	1	Existingloantakeover
Application_1217410507	1	5000.0	806	2	1	Other,seeexplanation
Application_1374646252	2	12750.0	0	79	1	Homeimprovement
Application_1158321707	3	15000.0	0	7	1	Car
Application_711468190	3	6000.0	0	1	1	Homeimprovement
Application_210736578	1	20000.0	791	2	1	Remainingdebthome
Application_847181037	1	30000.0	967	22	1	Existingloantakeover
Application_1098988961	1	22000.0	1037	83	2	Car
Application_1912606962	3	8500.0	0	66	1	Car
Application_2016738357	1	13300.0	814	34	2	Boat
Application_2054910020	1	15000.0	1013	65	2	Existingloantakeover
Application_1299789061	1	13450.0	906	2779	3	Remainingdebthome
Application_1658568516	1	23000.0	772	332	2	Existingloantakeover
Application_1013244911	1	25000.0	860	2780	3	Homeimprovement
Application_1829809582	1	0.0	860	8	1	Unknown
Application_2067643312	1	0.0	637	10	1	Homeimprovement
Application_1499060089	1	15000.0	595	316	2	Homeimprovement
Application_188876363	3	26000.0	0	1	1	Homeimprovement
Application_160922085	1	0.0	863	11	1	Car
Application_1628518449	3	16000.0	0	66	1	Car
Application_928253871	3	0.0	0	27	2	Unknown
Application_1584022467	1	15000.0	996	3	1	Car
Application_2011802770	3	20000.0	0	33	2	Caravan/Camper
Application_1571648146	1	12500.0	793	69	2	Existingloantakeover
Application_126130156	1	6000.0	1015	2781	4	Remainingdebthome
Application_315066056	1	8000.0	1111	11	1	Car
Application_877218240	1	12000.0	1001	10	1	Homeimprovement
Application_1132978569	3	0.0	0	13	1	Unknown
Application_1759629692	1	0.0	0	5	1	Unknown
Application_1721216966	3	9000.0	0	13	1	Car
Application_1819567650	1	10000.0	0	12	1	Other,seeexplanation
Application_838780138	1	35000.0	962	90	1	Notspeficied
Application_1096513757	3	25000.0	0	4	1	Car
Application_1223849909	1	40000.0	819	2782	2	Homeimprovement
Application_1153607864	3	10000.0	0	4	1	Homeimprovement
Application_294512866	1	0.0	956	1006	2	Unknown
Application_553039059	3	5000.0	0	4	1	Homeimprovement
Application_330503783	3	25000.0	0	1	1	Existingloantakeover
Application_22906336	1	0.0	0	5	1	Motorcycle
Application_1706715151	3	7500.0	0	1	1	Notspeficied
Application_2068429697	1	0.0	1000	2783	3	Homeimprovement
Application_1853315636	1	10000.0	907	989	2	Homeimprovement
Application_588892225	1	40000.0	980	35	1	Homeimprovement
Application_273030385	3	32500.0	0	1	1	Homeimprovement
Application_59854998	1	5000.0	833	2784	2	Notspeficied
Application_156241906	3	15000.0	0	16	1	Homeimprovement
Application_514766982	3	9000.0	0	1	1	Car
Application_1385712665	2	5000.0	0	9	1	Other,seeexplanation
Application_1510542341	3	0.0	0	4	1	Unknown
Application_1205007143	2	5000.0	0	767	2	Homeimprovement
Application_471295480	1	15000.0	1022	11	1	Car
Application_1231483033	1	40000.0	0	12	1	Other,seeexplanation
Application_891640409	3	20000.0	0	1	1	Homeimprovement
Application_1652151741	1	12500.0	0	5	1	Car
Application_1640050784	1	25000.0	956	21	1	Existingloantakeover
Application_2065093782	3	15000.0	0	1	1	Car
Application_1706692208	1	15000.0	761	22	1	Homeimprovement
Application_1938438552	1	7000.0	1119	26	1	Car
Application_1725856541	3	0.0	0	33	2	Unknown
Application_2134398068	3	50000.0	0	1	1	Other,seeexplanation
Application_1380517366	1	5000.0	762	25	1	Car
Application_592767974	2	11000.0	0	71	1	Other,seeexplanation
Application_918828182	3	0.0	0	4	1	Unknown
Application_85886017	1	0.0	0	5	1	Homeimprovement
Application_598205518	1	6500.0	894	6	1	Homeimprovement
Application_2087753902	1	20750.0	880	1030	2	Car
Application_1897782424	3	11000.0	0	4	1	Car
Application_1313926665	1	10000.0	816	6	1	Car
Application_1638715645	1	23200.0	730	314	1	Existingloantakeover
Application_1493092230	3	10000.0	0	4	1	Homeimprovement
Application_296223201	3	25000.0	0	1	1	Homeimprovement
Application_1481836231	1	0.0	983	10	1	Unknown
Application_2004606635	1	9500.0	887	237	1	Existingloantakeover
Application_1822724802	1	10000.0	856	127	1	Other,seeexplanation
Application_1485962311	1	25000.0	792	2785	4	Homeimprovement
Application_1262773552	1	0.0	0	505	2	Unknown
Application_856400318	1	45900.0	828	10	1	Homeimprovement
Application_36392371	3	13000.0	0	2786	2	Car
Application_405489763	1	45500.0	820	184	2	Existingloantakeover
Application_1292127349	1	6000.0	721	15	1	Remainingdebthome
Application_1161236255	3	10500.0	0	13	1	Car
Application_37160543	1	10000.0	903	338	2	Homeimprovement
Application_55504505	3	11000.0	0	1	1	Car
Application_1254797658	3	15000.0	0	165	2	Car
Application_1032803337	1	26000.0	938	31	1	Car
Application_405284029	3	13000.0	0	1	1	Car
Application_41381929	1	10000.0	820	32	1	Homeimprovement
Application_399634253	2	32500.0	0	9	1	Homeimprovement
Application_892709259	1	5000.0	995	3	1	Existingloantakeover
Application_1428786438	1	20000.0	1001	32	1	Car
Application_1113974453	2	10000.0	0	438	2	Car
Application_1479572731	3	42000.0	0	2787	3	Homeimprovement
Application_438493215	3	17000.0	0	2788	3	Existingloantakeover
Application_1386773105	1	32500.0	836	17	1	Existingloantakeover
Application_1872013443	3	5000.0	0	16	1	Homeimprovement
Application_1690596969	3	30000.0	0	1	1	Car
Application_2106097316	1	5000.0	845	75	1	Existingloantakeover
Application_1141785784	3	33200.0	0	4	1	Unknown
Application_825208146	3	5000.0	0	45	2	Existingloantakeover
Application_193473512	1	32000.0	945	17	1	Homeimprovement
Application_257049161	2	20000.0	0	38	1	Homeimprovement
Application_1567338907	1	75000.0	851	96	2	Existingloantakeover
Application_1965127982	3	20000.0	0	1	1	Homeimprovement
Application_2013858966	1	17000.0	0	39	1	Existingloantakeover
Application_1518477094	1	16600.0	931	11	1	Motorcycle
Application_398383394	1	15000.0	0	12	1	Homeimprovement
Application_580883257	1	28000.0	755	2789	3	Existingloantakeover
Application_181582451	3	46500.0	0	1	1	Existingloantakeover
Application_674959639	1	15000.0	878	3	1	Homeimprovement
Application_358894160	3	0.0	0	4	1	Unknown
Application_1121456773	2	5000.0	0	24	1	Homeimprovement
Application_1956991442	1	0.0	929	21	1	Homeimprovement
Application_1074360756	2	15000.0	0	2790	3	Homeimprovement
Application_454712423	2	33000.0	0	54	2	Existingloantakeover
Application_96907665	2	12000.0	0	2791	1	Homeimprovement
Application_8276473	3	11500.0	0	1	1	Car
Application_507190479	1	18000.0	850	497	2	Existingloantakeover
Application_120630886	1	15000.0	803	34	2	Existingloantakeover
Application_60598727	1	15000.0	874	2	1	Existingloantakeover
Application_1029432816	1	38000.0	899	91	1	Existingloantakeover
Application_1740309505	1	50000.0	788	2792	2	Remainingdebthome
Application_1401886286	3	0.0	0	120	1	Existingloantakeover
Application_909311943	1	40000.0	847	32	1	Existingloantakeover
Application_685929040	1	25000.0	0	5	1	Homeimprovement
Application_1525849944	2	5000.0	0	2793	1	Car
Application_1574152600	1	15000.0	951	159	2	Existingloantakeover
Application_1393455197	1	27500.0	936	95	1	Homeimprovement
Application_940804999	3	10000.0	0	7	1	Homeimprovement
Application_1513400995	1	0.0	865	11	1	Unknown
Application_1829297282	2	44000.0	0	9	1	Car
Application_2145347941	3	0.0	0	4	1	Unknown
Application_172154410	3	12000.0	0	45	2	Existingloantakeover
Application_1523244375	3	15000.0	0	14	2	Homeimprovement
Application_1688416290	1	30000.0	864	3	1	Homeimprovement
Application_1463161446	3	7000.0	0	1	1	Car
Application_175707355	1	0.0	972	8	1	Unknown
Application_533701374	3	13400.0	0	33	2	Existingloantakeover
Application_352518540	1	30000.0	905	2	1	Existingloantakeover
Application_1223142280	1	17500.0	802	260	2	Homeimprovement
Application_87955600	1	8000.0	743	10	1	Unknown
Application_515080942	1	7500.0	891	5	1	Homeimprovement
Application_567996407	1	15000.0	956	6	1	Car
Application_1104470911	1	55000.0	0	191	1	Car
Application_1025951958	3	0.0	0	966	2	Unknown
Application_1352224069	3	36000.0	0	27	2	Car
Application_1676484486	3	15000.0	0	1	1	Car
Application_1680898043	1	6000.0	657	8	1	Motorcycle
Application_343307958	1	6000.0	990	2	1	Extraspendinglimit
Application_996025636	3	5000.0	0	1	1	Other,seeexplanation
Application_1456037360	3	8000.0	0	281	1	Car
Application_1835885888	3	5000.0	0	1	1	Car
Application_2109875459	3	35000.0	0	141	1	Homeimprovement
Application_994658271	2	28200.0	0	20	1	Car
Application_1050440539	2	25000.0	0	24	1	Homeimprovement
Application_490219823	1	7000.0	1048	103	1	Car
Application_211976892	2	0.0	0	20	1	Unknown
Application_907218613	1	8000.0	705	8	1	Motorcycle
Application_1384862328	1	15000.0	983	21	1	Existingloantakeover
Application_2041293198	1	0.0	1004	1017	2	Unknown
Application_413054580	1	20000.0	831	17	1	Car
Application_1111965526	1	10000.0	901	8	1	Homeimprovement
Application_794538372	1	40700.0	852	205	2	Remainingdebthome
Application_90301492	3	1000.0	0	1	1	Car
Application_279779080	3	28000.0	0	14	2	Existingloantakeover
Application_246992730	2	0.0	0	42	1	Homeimprovement
Application_1752858852	1	15000.0	884	15	1	Remainingdebthome
Application_2068449583	1	40000.0	0	134	1	Homeimprovement
Application_1289016463	3	5000.0	0	1	1	Homeimprovement
Application_761641965	3	45000.0	0	1	1	Existingloantakeover
Application_1691926026	3	0.0	0	4	1	Unknown
Application_1359408382	1	10500.0	1061	6	1	Notspeficied
Application_2103564840	1	0.0	934	8	1	Unknown
Application_2112601911	3	65000.0	0	1	1	Existingloantakeover
Application_537810808	1	10000.0	883	2794	1	Homeimprovement
Application_2098293145	3	0.0	0	33	2	Unknown
Application_1673548463	1	0.0	912	8	1	Unknown
Application_1092818447	1	6500.0	1008	6	1	Car
Application_1707915903	1	0.0	799	11	1	Unknown
